"agency_cd"	"site_no"	"station_nm"	"site_tp_cd"	"lat_va"	"long_va"	"dec_lat_va"	"dec_long_va"	"coord_meth_cd"	"coord_acy_cd"	"coord_datum_cd"	"dec_coord_datum_cd"	"district_cd"	"state_cd"	"county_cd"	"country_cd"	"land_net_ds"	"map_nm"	"map_scale_fc"	"alt_va"	"alt_meth_cd"	"alt_acy_va"	"alt_datum_cd"	"huc_cd"	"basin_cd"	"topo_cd"	"instruments_cd"	"construction_dt"	"inventory_dt"	"drain_area_va"	"contrib_drain_area_va"	"tz_cd"	"local_time_fg"	"reliability_cd"	"gw_file_cd"	"nat_aqfr_cd"	"aqfr_cd"	"aqfr_type_cd"	"well_depth_va"	"hole_depth_va"	"depth_src_cd"	"project_no"	"coords.x1"	"coords.x2"	"optional"
"105"	"USGS"	"03456000"	"W FK PIGEON R BL LAKE LOGAN NR WAYNESVILLE, NC"	"ST"	352638	825446	35.44399384	-82.912634	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"087"	"US"	NA	NA	NA	2725.08	"M"	1	"NGVD29"	"06010106"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	55.3	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.912634	35.44399384	TRUE
"106"	"USGS"	"03459000"	"JONATHAN CREEK NEAR COVE CREEK, NC"	"ST"	353722	830026	35.62287945	-83.0070852	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"087"	"US"	NA	NA	NA	2383.89	"M"	1	"NGVD29"	"06010106"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	65.3	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.0070852	35.62287945	TRUE
"107"	"USGS"	"03459500"	"PIGEON RIVER NEAR HEPCO, NC"	"ST"	353806	825924	35.635	-82.99	"G"	"S"	"NAD83"	"NAD83"	"37"	"37"	"087"	"US"	NA	"FINES CREEK, NC"	NA	2335.95	"L"	0.01	"NGVD29"	"06010106"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	350	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.99	35.635	TRUE
"108"	"USGS"	"03460000"	"CATALOOCHEE CREEK NEAR CATALOOCHEE, NC"	"ST"	354002	830422	35.6672222	-83.0727778	"N"	"S"	"NAD83"	"NAD83"	"37"	"37"	"087"	"US"	NA	"COVES CREEK GAP, NC"	NA	2456.88	"L"	0.01	"NGVD29"	"06010106"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	49.2	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.0727778	35.6672222	TRUE
"109"	"USGS"	"03461000"	"PIGEON RIVER AT HARTFORD, TN"	"ST"	354852.27	830841.32	35.81461737	-83.1446844	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"029"	"US"	NA	NA	NA	1245.74	"U"	0.1	"NGVD29"	"06010106"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	547	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.1446844	35.81461737	TRUE
"110"	"USGS"	"03461200"	"COSBY CREEK ABOVE COSBY, TN"	"ST"	354658	831303	35.7828746	-83.2173746	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"029"	"US"	NA	NA	NA	1644.07	"U"	0.1	"NGVD29"	"06010106"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	10.2	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.2173746	35.7828746	TRUE
"111"	"USGS"	"03461500"	"PIGEON RIVER AT NEWPORT, TN"	"ST"	355738	831028	35.96065267	-83.1743237	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"029"	"US"	NA	NA	NA	1038.76	"U"	0.1	"NGVD29"	"06010106"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	666	666	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.1743237	35.96065267	TRUE
"112"	"USGS"	"03462000"	"NORTH TOE RIVER AT ALTAPASS, NC"	"ST"	355359	820150	35.89984656	-82.0303924	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"121"	"US"	NA	NA	NA	2542.91	"M"	1	"NGVD29"	"06010108"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	104	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.0303924	35.89984656	TRUE
"113"	"USGS"	"03463300"	"SOUTH TOE RIVER NEAR CELO, NC"	"ST"	354953	821103	35.83138889	-82.1841667	"R"	"S"	"NAD83"	"NAD83"	"37"	"37"	"199"	"US"	NA	"CELO, NC"	NA	2658	"M"	1	"NGVD29"	"06010108"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	43.3	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.1841667	35.83138889	TRUE
"114"	"USGS"	"03463500"	"SOUTH TOE RIVER AT NEWDALE, NC"	"ST"	355422	821119	35.90622868	-82.1884558	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"199"	"US"	NA	NA	NA	2443.98	"M"	1	"NGVD29"	"06010108"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	60.8	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.1884558	35.90622868	TRUE
"115"	"USGS"	"03464000"	"CANE RIVER NEAR SIOUX, NC"	"ST"	360052	821940	36.01455608	-82.3276314	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"199"	"US"	NA	NA	NA	2045.24	"M"	1	"NGVD29"	"06010108"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19880314"	157	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	"453700100"	-82.3276314	36.01455608	TRUE
"116"	"USGS"	"03465000"	"NORTH INDIAN CREEK NEAR UNICOI, TN"	"ST"	361035	821736	36.17649839	-82.2931898	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"171"	"US"	NA	NA	NA	2209.56	"U"	0.1	"NGVD29"	"06010108"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	15.9	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.2931898	36.17649839	TRUE
"117"	"USGS"	"03465500"	"NOLICHUCKY RIVER AT EMBREEVILLE, TN"	"ST"	361035	822727	36.1764961	-82.457364	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"179"	"US"	NA	NA	NA	1519.3	"U"	0.1	"NGVD29"	"06010108"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	805	805	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.457364	36.1764961	TRUE
"118"	"USGS"	"03466228"	"SINKING CREEK AT AFTON, TN"	"ST"	361155	824431	36.19871436	-82.7418188	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"059"	"US"	NA	NA	NA	1459.36	"U"	0.1	"NGVD29"	"06010108"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	13.7	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.7418188	36.19871436	TRUE
"119"	"USGS"	"03466500"	"NOLICHUCKY RIVER BELOW NOLICHUCKY DAM, TN"	"ST"	360355.89	825159.68	36.06562706	-82.86644949	"G"	"1"	"NAD27"	"NAD83"	"47"	"47"	"059"	"US"	NA	NA	NA	1173.46	"U"	0.1	"NGVD29"	"06010108"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	1184	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.86644949	36.06562706	TRUE
"120"	"USGS"	"03467000"	"LICK CREEK AT MOHAWK, TN"	"ST"	361205	830252	36.2014865	-83.0476601	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"059"	"US"	NA	NA	NA	1060.59	"U"	0.1	"NGVD29"	"06010108"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	220	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.0476601	36.2014865	TRUE
"121"	"USGS"	"03469000"	"FRENCH BROAD RIVER BELOW DOUGLAS DAM, TN"	"ST"	355706	833305	35.95175596	-83.5512811	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"155"	"US"	NA	NA	NA	865.7	"U"	0.1	"NGVD29"	"06010107"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	4543	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.5512811	35.95175596	TRUE
"122"	"USGS"	"03470000"	"LITTLE PIGEON RIVER AT SEVIERVILLE, TN"	"ST"	355242	833440	35.87842286	-83.57766919	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"155"	"US"	NA	NA	NA	879.45	"U"	0.1	"NGVD29"	"06010107"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	353	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.57766919	35.87842286	TRUE
"123"	"USGS"	"03471500"	"S F HOLSTON RIVER AT RIVERSIDE, NEAR CHILHOWIE, VA"	"ST"	364537	813753	36.7603931	-81.63122929	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"173"	"US"	NA	"CHILHOWIE"	"  24000"	2106.71	"X"	0.13	"NAVD88"	"06010102"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	76.6	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.63122929	36.7603931	TRUE
"124"	"USGS"	"03472500"	"BEAVERDAM CREEK AT DAMASCUS, VA"	"ST"	363740	814728	36.6278938	-81.79095259	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"191"	"US"	NA	"DAMASCUS"	"  24000"	1946.66	"U"	1	"NGVD29"	"06010102"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	55.6	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.79095259	36.6278938	TRUE
"125"	"USGS"	"03473000"	"S F HOLSTON RIVER NEAR DAMASCUS, VA"	"ST"	363906	815039	36.65178127	-81.8440102	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"191"	"US"	NA	"DAMASCUS"	"  24000"	1792.3	"L"	0.01	"NGVD29"	"06010102"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	303	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.8440102	36.65178127	TRUE
"126"	"USGS"	"03473500"	"M F HOLSTON RIVER AT GROSECLOSE, VA"	"ST"	365319	812051	36.888729	-81.34732718	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"173"	"US"	NA	"RURAL RETREAT"	"  24000"	2449.5	"Z"	1.6	"NAVD88"	"06010102"	NA	NA	"NNNNNNYNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	7.4	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.34732718	36.888729	TRUE
"127"	"USGS"	"03474000"	"M F HOLSTON RIVER AT SEVEN MILE FORD, VA"	"ST"	364826	813720	36.80733756	-81.6220617	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"173"	"US"	NA	"MARION"	"  24000"	1959.67	"X"	0.1	"NAVD88"	"06010102"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	132	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.6220617	36.80733756	TRUE
"128"	"USGS"	"03474500"	"M F HOLSTON RIVER AT CHILHOWIE, VA"	"ST"	364745	814050	36.7959482	-81.6803967	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"173"	"US"	NA	"CHILHOWIE"	"  24000"	1930	"U"	1	"NGVD29"	"06010102"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	153	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.6803967	36.7959482	TRUE
"129"	"USGS"	"03475000"	"M F HOLSTON RIVER NEAR MEADOWVIEW, VA"	"ST"	364247	814908	36.7131694	-81.8187334	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"191"	"US"	NA	"DAMASCUS"	"  24000"	1820.04	"X"	0.13	"NAVD88"	"06010102"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	206	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.8187334	36.7131694	TRUE
"130"	"USGS"	"03477000"	"S F HOLSTON R AT BLUFF CITY, TENN."	"ST"	362838	821547	36.4773259	-82.26291309	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"163"	"US"	NA	NA	NA	1368.35	"U"	0.1	"NGVD29"	"06010102"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	813	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.26291309	36.4773259	TRUE
"131"	"USGS"	"03477500"	"BEAVER CREEK NEAR WALLACE, VA"	"ST"	363825	820642	36.64038617	-82.1115194	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"191"	"US"	NA	"WYNDALE"	"  24000"	1808.93	"U"	1	"NGVD29"	"06010102"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	13.7	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.1115194	36.64038617	TRUE
"132"	"USGS"	"03478400"	"BEAVER CREEK AT BRISTOL, VA"	"ST"	363754	820802	36.63177439	-82.1337425	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"520"	"US"	NA	"WALLACE"	"  24000"	1780.6	"X"	0.1	"NAVD88"	"06010102"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	26.9	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.1337425	36.63177439	TRUE
"133"	"USGS"	"03479000"	"WATAUGA RIVER NEAR SUGAR GROVE, NC"	"ST"	361421	814920	36.23916667	-81.8222222	"G"	"S"	"NAD83"	"NAD83"	"37"	"37"	"189"	"US"	NA	"VALLE CRUCIS, NC"	NA	2607.84	"R"	0.01	"NGVD29"	"06010103"	"12"	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	92.1	NA	"EST"	"Y"	NA	"NYNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.8222222	36.23916667	TRUE
"134"	"USGS"	"03479500"	"WATAUGA R AT NORTH CAROLINA-TENNESSEE STATE LINE"	"ST"	361725	815533	36.29040036	-81.9256722	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"091"	"US"	NA	NA	NA	2060.57	"U"	0.1	"NGVD29"	"06010103"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	152	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.9256722	36.29040036	TRUE
"135"	"USGS"	"03480000"	"WATAUGA RIVER AT STUMP KNOB, TENN."	"ST"	361837	815731	36.31039898	-81.9584514	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"091"	"US"	NA	NA	NA	1872.55	"U"	0.1	"NGVD29"	"06010103"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	171	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.9584514	36.31039898	TRUE
"136"	"USGS"	"03481000"	"ELK RIVER NEAR ELK PARK, NC"	"ST"	361101	815745	36.1837352	-81.9623386	"M"	"S"	"NAD27"	"NAD83"	"37"	"37"	"011"	"US"	NA	NA	NA	2810	"M"	1	"NGVD29"	"06010103"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	42	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.9623386	36.1837352	TRUE
"137"	"USGS"	"03482000"	"ROAN CREEK NEAR NEVA, TN"	"ST"	362237	815314	36.377065	-81.88706128	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"091"	"US"	NA	NA	NA	2103.11	"U"	0.1	"NGVD29"	"06010103"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	102	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.88706128	36.377065	TRUE
"138"	"USGS"	"03482500"	"ROAN CREEK AT BUTLER, TENN."	"ST"	362032	815936	36.3423416	-81.99317539	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"091"	"US"	NA	NA	NA	1826.78	"U"	0.1	"NGVD29"	"06010103"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	166	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.99317539	36.3423416	TRUE
"139"	"USGS"	"03483000"	"WATAUGA RIVER AT BUTLER, TENN."	"ST"	361959	820016	36.33317488	-82.0042868	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"091"	"US"	NA	NA	NA	1809.38	"U"	0.1	"NGVD29"	"06010103"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	427	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.0042868	36.33317488	TRUE
"140"	"USGS"	"03485500"	"DOE RIVER AT ELIZABETHTON, TN"	"ST"	362040	821237	36.34455309	-82.210132	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"019"	"US"	NA	NA	NA	1524.73	"U"	0.1	"NGVD29"	"06010103"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	137	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.210132	36.34455309	TRUE
"141"	"USGS"	"03487500"	"SOUTH FORK HOLSTON RIVER AT KINGSPORT, TENN"	"ST"	363122.91	823245	36.5231318	-82.5457063	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"163"	"US"	NA	NA	NA	1175.84	"U"	0.1	"NGVD29"	"06010102"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	1935	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.5457063	36.5231318	TRUE
"142"	"USGS"	"03487550"	"REEDY CREEK AT OREBANK, TN"	"ST"	363342.02	822734.57	36.5617741	-82.45947219	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"163"	"US"	NA	NA	NA	1232.61	"U"	0.1	"NGVD29"	"06010102"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	36.3	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.45947219	36.5617741	TRUE
"143"	"USGS"	"03488000"	"N F HOLSTON RIVER NEAR SALTVILLE, VA"	"ST"	365348	814447	36.89678115	-81.7462293	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"173"	"US"	NA	"BROADFORD"	"  24000"	1703.53	"L"	0.01	"NGVD29"	"06010101"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	221	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-81.7462293	36.89678115	TRUE
"144"	"USGS"	"03489500"	"N F HOLSTON RIVER AT MENDOTA, VA"	"ST"	364205	821826	36.70149216	-82.3070856	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"191"	"US"	NA	"MENDOTA"	"  24000"	1329.67	"U"	1	"NGVD29"	"06010101"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	493	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.3070856	36.70149216	TRUE
"145"	"USGS"	"03490000"	"N F HOLSTON RIVER NEAR GATE CITY, VA"	"ST"	363631	823405	36.60871119	-82.567931	"M"	"U"	"NAD27"	"NAD83"	"51"	"51"	"169"	"US"	NA	"KINGSPORT"	"  24000"	1197.56	"U"	1	"NGVD29"	"06010101"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	"19901213"	671	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.567931	36.60871119	TRUE
"146"	"USGS"	"03490500"	"HOLSTON RIVER AT SURGOINSVILLE, TN"	"ST"	362819	825050	36.47204104	-82.8471068	"M"	"H"	"NAD27"	"NAD83"	"47"	"47"	"073"	"US"	NA	NA	NA	1088.46	"M"	0.1	"NGVD29"	"06010104"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	2870	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.8471068	36.47204104	TRUE
"147"	"USGS"	"03491000"	"BIG CREEK NEAR ROGERSVILLE, TN"	"ST"	362534	825707	36.42620656	-82.9518304	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"073"	"US"	NA	NA	"  24000"	1128.9	"M"	0.1	"NGVD29"	"06010104"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	47.3	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-82.9518304	36.42620656	TRUE
"148"	"USGS"	"03491300"	"BEECH CREEK AT KEPLER, TN"	"ST"	362405.81	825306.36	36.40171114	-82.8849837	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"073"	"US"	NA	NA	NA	1107.83	"U"	0.1	"NGVD29"	"06010104"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	47	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	"454700100"	-82.8849837	36.40171114	TRUE
"149"	"USGS"	"03491500"	"HOLSTON RIVER NEAR ROGERSVILLE, TENN"	"ST"	362217.71	830012.37	36.37168165	-83.0033218	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"073"	"US"	NA	NA	NA	1054.83	"U"	0.1	"NGVD29"	"06010104"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	3035	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	"."	-83.0033218	36.37168165	TRUE
"150"	"USGS"	"03491544"	"CROCKETT CREEK BELOW ROGERSVILLE, TN"	"ST"	362247	830248	36.37981674	-83.0465542	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"073"	"US"	NA	NA	NA	NA	NA	NA	NA	"06010104"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	4.67	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.0465542	36.37981674	TRUE
"151"	"USGS"	"03494000"	"HOLSTON RIVER NEAR JEFFERSON CITY, TENNESSEE"	"ST"	361003.35	833011.09	36.16768546	-83.5029788	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"089"	"US"	NA	NA	NA	900	"U"	0.1	"NGVD29"	"06010104"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	3429	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.5029788	36.16768546	TRUE
"152"	"USGS"	"03495500"	"HOLSTON RIVER NEAR KNOXVILLE, TN"	"ST"	360056	834954	36.0156395	-83.8315703	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"093"	"US"	NA	NA	NA	815.84	"U"	0.1	"NGVD29"	"06010104"	NA	NA	"YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	3747	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.8315703	36.0156395	TRUE
"153"	"USGS"	"03496000"	"FIRST CR AT MINERAL SPRINGS AVE AT KNOXVILLE, TN"	"ST"	360053	835518	36.01480457	-83.92157389	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"093"	"US"	NA	NA	NA	940.87	"U"	0.1	"NGVD29"	"06010201"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	15.7	11.9	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.92157389	36.01480457	TRUE
"154"	"USGS"	"03496500"	"FIRST CR AT FIFTH AVE, KNOXVILLE, TENN."	"ST"	355840	835451	35.9778606	-83.91407269	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"093"	"US"	NA	NA	NA	883.13	"U"	0.1	"NGVD29"	"06010201"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	21.1	16.6	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.91407269	35.9778606	TRUE
"155"	"USGS"	"03497000"	"TENNESSEE RIVER AT KNOXVILLE, TENNESSEE"	"ST"	355717	835142	35.95480617	-83.86157	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"093"	"US"	NA	NA	NA	797.38	"U"	0.1	"NGVD29"	"06010201"	NA	NA	"NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	8934	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.86157	35.95480617	TRUE
"156"	"USGS"	"03497300"	"LITTLE RIVER ABOVE TOWNSEND, TN"	"ST"	353952	834241	35.66453328	-83.7112821	"M"	"U"	"NAD27"	"NAD83"	"47"	"47"	"009"	"US"	NA	NA	NA	1106.92	"U"	0.1	"NGVD29"	"06010201"	NA	NA	"NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN"	NA	NA	106	NA	"EST"	"Y"	NA	"NNNNNNNN"	NA	NA	NA	NA	NA	NA	NA	-83.7112821	35.66453328	TRUE
